,income_bin
20876,1
22651,0
488,0
21830,0
6102,0
28577,0
31415,0
31384,0
25237,0
24360,0
24465,1
17098,0
5079,0
27650,0
15247,0
22574,1
5684,0
11665,0
25015,0
19735,0
5810,0
2429,0
15799,0
31353,0
21179,0
18949,0
688,0
25712,0
7946,0
14739,1
28824,1
14331,0
14972,0
2340,0
16430,1
18895,1
27027,0
28888,0
26704,1
22654,0
6216,1
30476,1
25713,1
26284,1
19855,0
17884,1
6081,0
11790,0
22507,0
19672,0
4692,1
331,0
7718,1
726,0
5971,0
2679,0
25113,0
902,0
8659,0
20102,0
8085,0
24736,0
32014,0
10153,0
32267,1
26973,1
30603,0
9777,1
29168,1
6106,0
14806,0
13483,1
28371,1
31569,0
28310,1
3490,0
31048,0
19062,1
21993,1
14768,0
9395,0
17430,0
22290,0
500,0
19781,0
28826,0
6727,1
19350,0
26301,0
31921,0
17257,0
21531,0
20195,0
19293,0
6682,0
25580,0
7775,0
27857,0
7668,0
29413,0
5577,0
11045,0
2661,0
30772,0
17639,0
24445,0
15040,0
13889,0
27598,0
23472,0
13295,0
17743,1
14547,0
4234,0
2027,0
20611,0
1271,0
29599,0
26776,0
22857,0
8153,0
2454,0
7006,1
19533,0
25688,0
15763,0
23772,0
22403,0
12309,0
2443,0
27044,1
17579,0
11019,0
23997,0
14063,0
10059,0
23874,1
20756,0
12233,0
18079,0
17530,0
371,0
11770,0
15602,0
10735,0
15931,0
14294,1
18216,0
10766,0
16708,0
1836,0
11066,1
31610,0
25926,1
1821,0
27830,0
1419,0
32272,1
30631,0
19981,0
13753,0
3135,0
18872,0
21956,1
11085,0
5341,0
5778,0
6747,0
30088,0
19811,0
30033,0
3209,0
17144,0
14943,0
7862,0
29608,1
14531,0
13525,0
22748,1
27046,0
22561,0
13793,0
12421,0
4334,0
30304,0
20455,0
152,0
23171,0
9128,0
16409,1
29049,0
1163,1
3265,1
20096,1
30416,0
1973,0
8356,0
28216,0
693,0
1907,0
22144,0
27904,0
4360,0
21518,0
16168,1
24257,1
9906,1
20294,0
6021,0
9862,0
25086,0
24786,0
26969,0
15718,1
4785,0
31238,0
15146,1
31804,0
20486,1
27220,1
23850,0
25398,0
6713,1
30822,0
3954,0
5726,0
12781,0
9482,0
32026,0
29689,0
26424,0
11382,0
12747,0
7414,0
25555,0
5077,0
8132,0
12502,0
31927,0
10749,0
9236,0
26979,0
13439,0
1355,1
12605,1
4025,0
24286,0
31061,0
21124,1
1556,0
17733,1
24055,0
145,0
19938,1
25827,0
7909,0
21670,0
27023,1
7185,0
31601,0
27505,0
1941,0
10052,0
3700,1
8316,0
16265,0
14909,0
28076,1
21961,0
22972,0
18186,0
11484,1
31083,0
4139,0
13253,0
6266,0
30210,0
23528,1
19099,0
27334,1
27829,0
16747,1
337,0
24583,0
24508,0
7759,0
16915,0
18052,0
19481,0
29429,0
16823,1
12765,0
21267,0
700,0
20464,0
6023,0
6680,0
7629,1
178,0
28532,0
10267,1
9712,0
32073,0
25987,0
25280,1
22738,1
19548,0
2288,0
21697,0
18391,0
30716,0
19998,1
23077,0
27421,0
1138,0
31754,0
7910,0
29740,0
17709,1
26055,0
10604,0
20745,0
19228,0
9726,0
22597,0
8514,0
28620,0
27629,0
32004,1
30538,0
588,1
18963,0
18171,0
260,0
32,0
11006,0
6496,0
6621,1
5369,0
29864,0
17381,0
18989,0
2582,0
4415,0
7756,0
31887,0
21407,0
16697,1
1407,1
983,0
17002,1
20544,0
28255,1
3692,1
25596,0
20224,1
12780,0
3727,1
22512,0
25187,0
24429,0
24906,1
4963,0
21607,0
19065,0
31502,1
18637,1
11200,1
21095,0
18640,0
31742,1
11231,0
25800,1
5462,1
24111,0
30321,0
6561,1
17511,0
27375,0
9190,1
5578,0
17835,0
30984,0
10387,0
5520,0
1730,0
15692,1
15062,0
4567,0
25038,0
6451,0
12770,1
27057,0
20671,0
11906,1
18200,0
14308,0
27279,0
150,0
3258,0
29580,0
23002,1
24931,1
29947,0
21203,1
26437,1
11656,0
27416,0
19497,1
1986,1
23014,0
20243,1
32420,0
22591,1
27693,0
16590,0
13619,0
3823,0
4866,0
22989,0
3459,0
2660,1
1477,0
4099,0
13163,1
27600,1
9769,1
1824,1
29311,0
27599,0
8764,0
29148,0
23711,0
15232,1
21270,0
4902,0
17925,0
14325,0
11391,0
7277,0
25480,0
18228,0
20117,0
16658,0
9085,0
7645,1
22733,1
62,0
27436,0
11985,1
14709,0
19864,0
14551,0
13428,0
23800,0
27626,0
9765,0
14883,1
26020,0
18904,0
10890,0
16504,0
19469,0
25541,0
18080,1
12164,0
20335,1
20038,0
9159,0
2597,1
4050,0
31497,0
8921,0
27378,1
13308,1
2533,0
20459,0
3425,0
13192,0
24949,0
5623,0
25878,0
17701,1
14286,0
32051,0
14055,0
11126,1
28801,1
1573,0
26309,0
16363,0
21924,0
20235,0
18047,0
8348,1
13284,0
6128,0
32437,0
22516,1
20807,0
26171,0
14516,0
26101,1
16269,1
447,0
27339,0
2093,1
23022,0
5870,0
22191,0
1207,1
28946,1
16571,0
26845,0
21126,0
26741,0
32161,1
28800,0
2195,0
15328,0
14712,0
32532,1
20300,0
7386,0
5208,0
13291,0
13266,0
22923,0
7257,0
13099,0
12537,0
12753,0
14199,0
4232,1
28997,1
21325,1
17340,1
3978,0
8431,0
12923,0
24597,1
22006,0
4236,0
3820,0
9536,0
25837,0
20298,1
10613,1
29153,0
25946,0
11602,0
28079,0
4589,0
5016,0
16902,0
27756,0
12582,0
978,0
16394,0
22052,0
13783,0
27470,1
5556,0
32311,1
13312,0
3960,0
4225,0
942,1
23647,0
20510,1
25781,0
31506,0
18197,0
22238,0
9982,0
17973,0
18070,0
2231,0
13553,0
2970,0
26762,0
29362,1
25628,0
12542,0
8225,1
4072,0
10345,0
5349,1
10672,0
30293,0
3889,1
10686,0
13892,1
13873,0
1636,0
231,0
14987,0
3760,1
27452,0
4651,0
23569,1
14142,1
25385,0
11657,1
17200,1
7968,1
18504,0
26843,1
3310,0
25177,0
26149,0
12986,1
19105,1
8302,0
20011,0
17377,1
21998,1
12560,1
6379,1
14796,1
5326,0
26879,0
7969,0
18998,1
7133,0
23565,0
18755,0
14661,1
29834,0
16772,0
27058,0
16528,0
13098,0
16449,1
25377,0
14165,0
24319,1
4831,0
21822,0
5717,1
5828,0
31270,0
16316,0
12108,0
4643,0
25673,1
29607,0
21108,0
6836,0
31670,1
23423,1
15250,1
24903,0
20232,0
11558,0
9139,0
25637,0
22390,1
26654,1
11497,0
19715,0
20860,1
29777,0
30123,1
7877,0
6018,0
13570,0
11888,0
28524,0
31364,1
22242,0
12534,0
24226,0
26834,0
29768,0
11747,1
10013,0
3881,0
9031,1
16716,1
31665,0
24437,0
21938,1
28924,1
17292,0
10161,0
25617,0
3121,0
15294,0
25651,1
26652,0
6503,0
5763,0
4239,0
28544,0
8127,0
2822,0
22294,0
17605,0
30731,0
7098,0
13251,0
20318,0
20818,0
9697,0
729,1
19094,0
14815,1
23243,0
3967,0
7731,0
4823,0
25306,1
16270,0
15497,1
17505,0
6629,0
26683,1
10477,0
14985,0
32037,0
10809,0
3092,0
1750,0
18880,0
16280,0
1418,1
14485,0
26772,0
31303,0
10301,0
20644,0
22319,0
1708,0
26216,0
3733,1
19917,0
22703,1
15313,0
13384,1
10760,0
73,0
19943,0
9155,0
28749,0
25672,0
10034,0
30309,0
12590,0
19188,0
30484,1
26064,0
11686,0
1720,0
18178,0
18118,0
4163,0
30666,0
22778,0
3152,1
27276,0
28717,1
12356,0
6616,0
18618,0
20303,0
3777,0
30499,0
3957,0
28811,0
313,1
27275,0
18108,1
29015,0
20502,0
17349,0
12864,0
31171,1
28506,1
11150,0
14241,0
22677,0
17411,0
15021,0
4738,0
17472,0
5552,0
19137,0
8506,1
17663,0
28215,0
2007,0
31685,0
29070,0
3764,0
31165,0
1268,0
24747,0
14082,1
18861,0
23932,1
19466,1
6750,0
11267,0
1951,0
16552,0
26997,0
344,0
25231,0
11469,1
15706,0
20381,1
30692,0
16308,0
5503,0
26941,0
3546,0
25804,0
26700,0
22257,1
19531,1
30356,0
109,0
3852,0
4119,0
19389,0
23872,1
6259,0
14415,1
11920,1
28149,0
658,0
30825,0
31320,0
6876,1
31449,1
11451,0
29346,0
3704,0
3896,0
32117,1
26396,1
21869,0
8948,0
4615,0
26555,0
25513,0
7628,0
13107,1
15078,0
32062,0
25907,0
3075,0
11086,0
15852,1
5465,0
27226,1
28599,0
13646,0
4084,0
13669,1
17875,0
27242,0
16284,1
23110,1
31871,0
11136,0
940,0
31929,0
9048,0
20219,0
12084,0
3315,0
30802,1
31810,0
16675,0
3274,1
2859,1
19918,0
15357,0
18879,1
23323,0
15458,0
21673,0
14450,0
7348,0
28839,0
23555,0
25263,0
5659,0
25575,1
8505,1
23136,0
31908,0
20505,0
12022,1
9269,1
2963,0
25693,0
29547,1
30495,0
15499,0
21040,1
19051,0
7523,0
13790,0
4721,1
14831,0
5139,0
16459,0
19882,0
15905,0
25501,1
12209,0
19740,1
11202,0
27593,1
23938,1
2642,0
20920,0
8440,0
32491,0
19778,0
32198,1
15092,0
6608,1
22636,0
853,0
5560,1
25001,0
16507,0
6841,0
17256,0
10284,1
1184,0
25643,0
8095,0
4055,1
27329,1
3411,0
7112,0
11859,0
31733,1
7610,0
1443,0
18164,0
30517,0
32071,0
29923,0
26766,0
26751,0
28257,0
18183,1
9977,0
13718,0
12029,0
11478,0
29971,1
32429,1
28879,0
27021,0
13486,0
13484,0
15912,0
23502,0
19782,0
26082,0
11588,0
17446,1
5206,0
13162,0
18096,0
22428,1
23931,0
12514,0
11515,0
1460,1
25270,0
4670,1
5899,0
23597,0
21085,0
2664,1
9303,0
13503,0
7866,0
2506,0
10012,0
26750,0
26869,0
3007,0
18547,0
17666,0
17159,0
13303,1
18132,1
31237,0
14564,0
8311,0
3063,0
5286,0
19652,0
27787,0
5628,1
10640,0
21521,0
19419,1
19865,0
31207,1
20129,1
334,0
24487,0
24248,0
24084,0
12646,0
9838,0
16790,1
17992,0
16408,0
14041,0
24357,0
21406,0
25801,0
4088,1
19127,0
6860,0
19226,0
5652,0
7123,1
29204,0
18532,0
26329,0
7057,0
25036,0
15321,0
24853,0
25992,1
6390,0
16307,0
566,0
13945,0
12905,0
11772,0
21055,0
32052,1
24986,0
1985,0
1109,0
26839,0
14287,0
18854,0
14409,0
30083,0
6318,0
19301,0
15016,0
28248,0
12707,0
466,0
4662,0
11797,1
22580,1
31977,1
12253,0
16022,0
32068,0
27719,0
4047,0
20256,0
2505,1
22917,0
16551,0
18193,1
2794,0
15097,0
13593,1
31582,0
154,1
21922,0
28358,0
26615,0
21701,1
29345,0
31367,1
20373,0
17163,1
3612,1
12622,1
22763,0
11207,0
16819,0
6462,0
17548,1
22583,0
10764,0
25002,0
4711,0
31088,0
13489,0
16017,1
7402,0
12589,0
31226,1
25626,0
23267,0
27445,0
19342,0
20525,0
12704,1
8064,1
12035,0
4650,0
18242,0
29494,0
19101,0
30296,0
19089,0
22210,1
3514,0
4367,0
1040,0
3179,0
6337,1
14147,1
5910,0
17750,0
20692,0
23680,0
19000,0
30916,0
22818,0
8778,1
28882,0
838,0
3089,1
11488,0
22022,0
9953,0
19115,0
22740,0
8321,0
5988,0
18985,0
412,0
17995,0
4778,0
28779,0
13576,0
1263,0
28953,0
560,0
3486,0
18548,0
20019,0
20933,0
14377,0
9582,1
11286,0
18036,0
14105,0
32077,1
29855,0
28981,0
24492,0
3996,0
14999,1
3603,0
22675,1
25983,0
5744,0
18707,1
5644,0
18859,0
12981,0
16914,1
24733,0
6356,0
11298,0
26279,0
12165,1
30176,0
11037,0
1033,0
16888,0
1366,0
1001,1
21552,0
26681,1
3266,0
31181,0
20989,0
24959,1
25692,0
12936,0
14473,0
1476,0
18278,0
10524,1
17394,0
23646,0
20844,0
9463,0
979,0
15902,0
10065,1
11460,0
17851,0
22139,0
18204,0
17907,0
15788,0
3456,0
31849,0
21339,0
16656,1
5303,0
25595,1
5603,0
22037,0
3739,0
26977,1
15514,0
9898,0
9121,0
12110,1
10122,1
19650,1
17177,0
15861,0
20863,0
7482,0
20222,0
8487,0
28032,0
6048,0
12726,0
27986,0
7115,0
13169,0
6705,0
31219,0
23706,1
31910,0
9828,1
15491,0
12384,0
29002,1
4245,0
16735,0
31443,0
20112,0
8120,0
10774,0
3101,0
31664,0
1822,0
28933,0
20752,0
27860,0
1177,1
24172,0
17595,0
24308,0
16293,0
14234,1
6191,0
9019,0
4165,0
28771,0
16670,1
3356,0
16379,0
14707,0
28372,0
21297,0
10943,0
19517,0
16522,0
13559,0
15674,0
10813,1
878,1
9304,0
6312,0
10216,0
30322,0
16452,0
22486,1
13784,0
26989,0
26239,0
4794,0
8753,0
4477,0
7607,0
4871,0
20242,1
2188,0
15376,0
20065,0
24128,1
881,1
6061,0
24886,0
416,0
24296,0
6218,0
17407,0
11208,0
23126,1
1806,0
18675,1
7089,0
11335,1
22926,0
29854,0
26999,0
2864,0
4454,0
26027,1
30174,1
32419,1
11292,1
22655,1
11089,1
15118,0
966,1
30490,1
13834,0
20954,0
11142,0
6887,0
6172,0
26685,0
19887,1
3992,1
31591,1
25350,0
6410,0
16407,1
6885,0
30048,0
25337,0
2256,0
27411,1
27344,0
22496,0
28040,0
10763,0
23739,0
11145,0
18754,0
19216,0
6497,0
21736,0
6044,0
2084,0
20172,0
16259,1
30497,0
11321,0
8145,0
11700,0
8087,0
26550,0
13778,0
5754,1
19814,0
24351,0
20603,1
18363,0
30456,0
8004,0
10214,0
10362,1
9820,1
5182,0
22090,0
19067,0
2041,0
8743,0
6557,0
10205,0
13124,0
25185,0
24154,1
31374,0
28923,0
10674,0
23979,0
2866,0
516,0
22712,0
2474,0
19724,0
4609,0
10143,0
29509,0
21364,0
4352,0
11125,0
13673,0
12133,1
28219,0
4713,0
25566,0
24457,0
12107,0
21210,1
28107,1
24825,0
7914,1
12293,0
11924,0
10523,0
5728,1
13695,1
25027,0
25168,0
18727,0
10998,0
10054,0
4673,0
23265,0
8942,0
29618,1
20355,1
14371,1
31068,0
30265,0
403,0
11233,0
12832,1
13597,0
9955,1
12529,0
3279,0
989,0
14857,0
13898,0
11857,1
31418,0
19120,1
30436,0
8223,1
31600,0
7203,1
8893,0
19602,0
5483,0
30647,0
12896,0
13260,1
23514,0
13373,0
24547,1
3680,0
15267,0
2290,0
4849,0
28892,0
12186,1
25471,1
9713,1
28016,0
11246,1
26127,0
29936,0
1471,0
9592,0
21301,1
30890,1
13582,0
32359,0
1650,0
28904,0
11225,0
13031,0
17369,0
30488,0
20349,0
29829,1
23073,0
18556,0
19676,0
17783,0
1706,1
948,0
31621,0
5655,0
10302,0
5377,1
25353,0
18023,0
9724,0
1700,0
15890,0
10303,0
13747,0
9531,0
15854,0
5021,0
24291,0
9453,1
24715,0
4710,0
14322,0
23511,1
11899,0
5788,0
32422,0
15460,1
18693,0
25017,0
3529,0
1169,0
28300,1
6097,0
1876,1
11628,0
23540,0
3153,1
28503,0
16653,0
30553,0
31116,0
6313,1
2765,0
2912,0
15629,1
1170,0
2708,0
6904,1
27072,0
6306,0
9524,0
10599,0
11132,0
22184,0
29996,1
3184,1
15190,0
12625,0
20676,0
31439,0
1041,0
3128,0
7853,0
32553,0
2292,0
7520,0
29794,0
30238,0
11403,0
25383,1
25397,0
13965,1
14950,1
15691,1
26022,0
1710,0
4870,1
15843,0
28240,0
17773,0
14086,0
28259,0
18479,1
32043,0
30278,0
22176,0
20591,0
15694,0
19848,0
4294,0
6010,1
7666,0
31444,0
9219,0
17094,0
8046,0
3650,0
5719,0
660,1
9488,0
29918,1
24802,0
16544,0
766,0
16495,0
3714,1
12235,0
5031,1
7207,1
25578,0
26680,0
15417,0
27589,0
14203,0
29467,1
13767,0
21369,0
25954,0
23039,0
11023,1
10607,0
21809,0
10056,0
10127,0
8568,0
12827,1
21118,0
9125,0
15950,0
13795,0
22530,0
19896,1
30653,0
17951,0
1328,0
17693,0
23632,0
28204,1
471,0
23120,0
5641,0
14881,0
9508,0
19736,0
17866,0
2826,0
23898,0
19252,1
4178,0
28395,0
201,0
11650,0
16671,0
20027,0
22842,0
28614,0
24413,0
21636,0
23962,1
16060,0
31170,0
15585,0
25668,0
20963,0
26650,1
22445,0
11390,0
2241,0
3934,0
5549,0
1039,0
5094,0
22066,0
18055,0
18715,1
26664,0
31958,1
26250,0
30297,1
31541,0
15733,0
22330,0
9211,1
13065,1
2863,0
5947,0
9786,0
31830,1
19712,0
1009,0
13524,0
9366,0
28242,0
20239,0
4421,1
30017,0
27529,0
14977,1
16217,1
24010,1
22846,1
26089,1
9611,0
21609,0
31647,0
2734,1
9199,1
11879,0
22714,0
20265,0
20369,0
13917,0
2814,0
12242,0
23135,0
28776,1
30446,0
2306,0
1233,0
25102,0
11429,0
24770,1
27921,0
14042,1
2945,0
22766,0
31494,0
23993,0
32168,0
8634,1
31875,0
345,0
24394,1
8088,0
19820,0
28716,0
15361,0
14791,1
967,0
19589,0
1486,0
1721,0
11477,0
26783,0
30002,0
23752,1
27377,0
28121,0
29421,1
10795,0
31463,0
21674,0
22347,0
28645,1
3099,0
10776,1
5051,1
19298,1
2132,0
9549,0
32368,0
18476,0
19122,0
3661,0
26731,0
15329,0
11462,0
15030,0
31802,1
6168,0
4486,1
25466,0
1374,0
3011,1
24983,1
31529,0
3420,0
8572,0
5591,0
23074,0
26320,0
22171,1
20540,0
2301,0
6973,1
30981,1
11689,0
7936,0
15153,1
3468,1
4938,0
28307,0
11981,1
3422,0
11490,0
23678,1
12878,1
9920,1
32548,0
16381,0
5877,0
13724,0
10223,0
6117,0
31885,0
7274,0
29094,0
20979,0
11508,0
32012,1
20520,0
19356,1
18340,0
30533,0
31656,0
26093,1
11679,0
26648,0
20420,0
8535,0
1521,0
31230,0
3046,0
2490,0
17541,0
26612,0
32290,0
13179,0
16629,0
8407,0
17647,0
32312,0
29510,1
14755,0
16930,1
25255,1
29293,0
17295,0
24233,0
30358,0
2953,0
21154,0
17196,1
31683,0
204,0
29175,0
495,0
28764,1
15083,0
25431,0
31713,0
28265,0
8937,0
29781,0
31796,0
23693,0
27870,0
10675,0
20405,0
2170,0
20207,0
12311,1
31593,0
1801,0
18753,0
9299,0
9419,0
16882,0
29688,1
24673,1
23652,0
12166,0
7445,0
11313,0
16194,0
7809,0
30468,0
15625,0
12278,0
31106,1
18002,0
18319,0
5509,0
23814,0
22414,1
22158,1
31125,1
14979,0
5189,0
722,0
12795,0
2203,0
8574,0
13875,0
12462,0
23230,0
10103,0
13645,1
25078,0
19847,0
14383,0
11618,0
3194,0
10159,1
23449,0
26881,0
30391,1
25487,0
10743,0
27760,0
21963,0
23778,0
1618,0
21539,0
15670,1
30245,0
30138,1
21851,0
8664,0
21333,1
533,1
19170,0
7650,0
10678,0
2218,0
3145,0
31400,0
16141,0
22070,0
10939,0
15666,1
21829,0
22248,0
11559,0
18018,0
23484,0
194,0
10496,1
17641,0
2091,0
10783,0
29990,0
8135,0
14408,0
12473,0
21847,0
25161,0
15821,0
24157,0
23794,0
16416,1
3387,1
23957,1
26943,1
9782,0
12313,0
3556,0
57,0
21888,0
30691,0
25957,0
20477,1
3890,0
2540,0
26620,1
1455,0
26061,0
2142,0
18573,1
13143,0
18534,0
5448,0
24936,1
32313,0
69,0
5903,0
20561,0
19792,0
18583,0
11533,0
13190,0
31959,0
16352,1
15115,0
4453,0
13786,1
5475,0
25127,0
6792,1
20946,1
6752,0
16364,0
15259,1
19214,1
27854,0
14116,0
26857,1
11703,1
24905,0
12048,0
12624,1
7508,0
24149,0
583,0
16532,0
4219,0
27266,0
21218,0
22739,0
341,1
11204,1
27687,1
28,0
18874,0
9776,0
4382,0
25524,0
19926,0
18644,0
18124,0
27243,0
11514,1
30675,0
17066,0
13222,1
28687,1
32282,0
6793,0
27597,0
5954,0
27715,0
17294,0
8704,0
20064,0
24403,0
9249,0
30159,0
24956,0
10151,0
20738,0
3927,1
5269,1
24039,0
29898,0
8045,0
17496,0
31909,0
1149,1
25063,1
8887,0
1173,0
16848,1
21498,0
1096,0
9727,0
29266,1
8141,0
26204,0
16733,0
23266,1
20898,0
6369,1
10590,1
4333,0
17706,0
23450,0
15272,0
25935,0
26105,1
21113,0
28988,0
30714,0
18062,1
31948,0
23676,0
22699,0
4700,0
11105,0
12632,0
12445,1
16295,1
28093,0
5928,0
19116,1
21579,0
17935,0
6387,0
30400,0
2186,0
31341,0
10057,0
19551,0
8452,0
27539,0
28982,0
27824,0
32256,1
31279,0
17146,0
17646,1
5570,1
97,1
28983,0
16564,0
21464,1
22556,0
2704,0
17892,0
25512,0
10217,0
26403,0
32302,1
9466,0
22151,0
7811,1
15947,0
31275,0
30562,0
4142,0
3888,0
26643,1
4319,0
14187,0
26289,1
10146,0
3029,0
7225,0
4127,1
17855,1
6690,0
28148,0
19261,0
32139,1
14150,0
20123,0
26589,0
835,0
20917,0
18541,1
18544,0
19313,0
921,0
17936,1
24318,0
23460,1
24562,0
1947,0
4983,1
25658,0
19195,0
18837,0
12930,0
16536,0
26693,0
15500,0
16806,1
27331,1
31535,0
3834,0
11300,0
32338,0
32496,0
4625,1
1182,0
9694,0
13536,0
23860,0
9076,0
1916,0
20679,0
2687,1
9866,1
16595,0
21542,0
17420,0
4601,0
6888,0
25007,0
24651,1
29384,1
24455,0
2245,1
13501,1
27060,1
24452,1
12552,0
9593,0
30480,0
20367,0
25321,0
17089,0
3199,1
24206,0
25549,0
31721,0
22136,0
26541,1
29932,0
4213,0
5261,0
18322,0
161,0
4695,0
2472,1
12847,1
16527,1
22195,0
27228,0
2274,0
19096,0
27888,0
25979,0
5304,0
23987,1
25251,0
2281,0
26097,0
14276,0
23116,0
18294,0
5801,0
16511,0
24200,1
1576,0
4827,1
18033,0
2394,0
24304,0
1575,0
20657,0
22641,0
32432,0
27337,0
6479,0
1831,0
18444,0
7462,0
30375,1
13584,0
16764,0
18750,0
8691,1
11727,0
20625,0
30643,0
28484,0
16013,0
4355,0
17218,0
12026,1
3585,0
30519,1
3112,0
2688,0
6198,0
23288,0
14708,0
28821,0
16006,0
8870,0
23552,1
18787,0
10298,0
19663,0
30725,0
17118,0
12066,1
24004,0
2762,1
3755,0
27028,1
799,1
22012,0
25206,0
31675,0
30792,1
30501,0
3756,0
10802,0
27440,1
25517,0
16391,0
31729,1
22888,0
16483,0
21073,0
28952,1
14886,0
13623,0
12170,0
18217,0
14641,0
7963,0
7056,0
24570,0
8503,0
28540,0
14567,0
24670,0
18,0
2488,0
5757,1
4027,0
28906,0
24518,0
6127,0
11271,0
8334,0
9904,0
6969,0
32262,0
32110,0
24622,0
17204,0
27944,0
25108,1
17069,0
26972,0
7438,1
15785,1
24961,1
1847,0
17581,0
5691,0
257,0
18789,0
1812,1
4614,0
25530,0
24759,0
18910,1
28649,0
20721,0
30866,0
25743,1
29205,0
20769,0
27064,0
24396,0
30945,1
3857,0
19844,0
14075,0
24230,1
24694,0
127,1
24294,0
22217,0
159,0
29851,0
17134,1
12871,0
22873,0
14784,0
18595,0
24610,1
9399,1
12271,0
31854,0
6134,0
12782,0
19192,0
7737,0
18345,0
23929,0
14772,0
14229,1
43,0
5819,0
20522,1
12556,1
13161,0
13762,1
13966,1
4564,0
14215,0
11552,0
27078,0
5540,0
4918,0
19417,1
18834,0
31423,0
13131,0
13727,0
1145,1
26343,1
901,0
9004,1
21454,0
16762,0
2345,1
26939,0
23068,0
26287,0
25982,1
20743,0
7900,0
27061,0
8886,0
12168,0
25807,0
11468,1
7260,0
30465,0
11270,0
7587,0
22497,0
20910,1
21644,0
31132,0
25443,0
25681,0
26222,1
7621,1
19870,0
20538,0
7491,0
18341,1
6834,1
18194,0
12979,1
13186,1
6236,1
28045,0
25937,0
13114,1
15308,0
1300,0
31525,0
10625,1
1878,0
19580,0
20813,0
7366,0
27817,0
25526,1
6073,0
7055,0
19024,0
14432,0
8733,0
20297,1
12850,0
17961,0
29332,0
5811,0
4270,0
7770,0
23650,0
19279,0
15138,0
28518,0
8416,0
20163,1
27849,0
10311,0
10966,0
6884,0
22187,0
20338,0
2611,0
19054,0
29799,0
12104,0
27624,0
24080,0
2849,0
29341,1
21756,0
13185,1
21078,0
4824,0
19203,0
22499,0
2609,0
17684,0
12994,0
12141,1
16628,0
15031,0
15536,0
28497,0
12461,1
11660,1
7644,0
18058,0
3264,0
3538,1
18870,0
819,1
15278,1
25110,1
24453,1
28449,0
31109,0
27825,1
11093,1
7265,1
16858,0
14421,0
205,0
15346,0
12399,0
6047,0
10515,0
28950,0
3045,0
20113,0
15703,0
2649,0
26907,0
11138,0
18680,1
31359,0
25265,0
25612,0
17696,0
14902,0
17717,1
18347,0
6137,1
5127,0
24192,0
17821,0
8913,0
13906,0
8553,0
6939,0
6669,1
31583,0
28976,0
16516,1
14062,0
16922,1
16864,1
553,0
27249,0
20204,0
30479,0
28244,1
12340,0
4690,0
23259,0
2745,0
26136,0
19527,0
9245,1
23643,0
12093,1
9315,0
3838,0
23572,0
28189,0
508,0
31289,0
17831,0
11740,0
24867,0
14871,1
29435,1
724,1
23513,0
5739,0
3791,0
895,0
32468,0
7359,1
5678,0
15449,0
19322,0
8526,0
26359,0
11326,0
23062,0
18597,1
19028,1
32475,0
10514,0
8255,1
31241,0
10801,1
31677,0
15320,1
17943,0
4729,0
2669,1
17457,0
8369,0
13281,0
7102,0
19444,1
4747,1
7181,0
11794,0
21904,0
12169,0
10573,0
13984,0
27713,0
9094,0
4431,0
25883,0
10110,0
24317,1
22988,0
3154,1
29709,0
6709,0
21479,0
25852,1
29638,1
30464,0
25440,0
968,1
15053,0
4090,0
4130,0
32246,1
487,0
16250,0
12358,0
4357,0
22898,0
6389,0
16426,0
24096,0
24683,1
9689,0
25965,0
7218,0
24355,0
21141,0
10314,0
11634,0
8457,0
25980,0
30164,0
31199,0
21931,0
10307,0
18065,0
160,0
10932,0
12328,0
30435,0
20681,0
15639,0
5661,0
225,0
10474,0
6242,0
19257,0
31702,0
9520,0
3117,0
3242,0
10818,0
9509,0
16685,1
24879,0
7743,0
1022,0
4279,0
24566,0
12215,1
23388,0
27264,0
11547,0
26696,0
15636,1
32382,0
748,0
17141,0
20453,0
32384,0
9360,0
4199,0
1646,0
24047,0
17114,0
26910,0
19752,0
8569,0
15985,1
12820,0
23314,0
10244,0
28010,0
26010,1
28628,1
21258,1
14808,0
32019,0
1083,1
13975,1
11917,0
7339,1
25787,0
29450,0
20225,0
27737,0
9277,0
14560,1
18051,0
23441,1
9711,0
1084,0
27993,0
14382,0
14822,1
3794,0
23011,1
27049,1
5521,1
9946,1
18424,0
28719,0
18758,0
1889,0
8110,0
22690,0
8933,0
769,0
23337,0
6349,1
10287,0
18126,1
28639,0
11180,0
8924,0
11191,1
31840,1
30078,1
23417,1
15537,0
10007,0
22942,0
11861,0
3094,0
23634,0
28796,1
12237,0
32072,0
17714,1
30780,0
30511,0
15490,0
27193,0
3213,0
31709,0
24677,0
28714,0
10044,0
28905,0
12436,0
21284,0
6069,0
11976,1
30738,0
31214,0
20326,0
14753,0
25018,0
6144,0
23282,0
28587,0
236,0
31589,0
32541,0
16454,0
15136,0
4145,1
27522,0
7430,0
20000,0
19053,0
2896,1
4061,0
16755,0
18522,0
11445,0
7953,0
18986,0
2526,0
738,0
31962,0
31094,0
11480,0
31404,0
18449,0
7612,0
17622,1
14419,0
11195,1
817,1
4845,0
13855,1
3958,1
51,0
6260,0
30217,1
22117,0
20339,0
15833,0
30932,1
2153,1
21268,0
10053,0
2732,0
23832,0
9612,0
11320,0
25442,0
5912,0
1783,1
18780,0
18626,0
9795,0
17199,0
7474,0
23042,0
13374,0
10131,0
31058,0
1580,1
7131,1
11944,0
1497,0
3930,0
2149,0
